confusion_set	expected	target	masked_sentence
Country,County,country,county	County	country	A Bibb [MASK] Sheriff’s Office news release says he was captured by members of the U.S. Marshals Southeast Regional Task Force and the Bibb County Sheriff’s Office SWAT unit at a home in the 1500 block of Williamson Road.
Country,County,country,county	County	country	A Bibb County Sheriff’s Office news release says he was captured by members of the U.S. Marshals Southeast Regional Task Force and the Bibb [MASK] Sheriff’s Office SWAT unit at a home in the 1500 block of Williamson Road.
Country,County,country,county	county	Country	A 97-year-old grandpa from Uasin Gishu [MASK] who has never married any woman in his vast lifetime has finally found love.
Country,County,country,county	county	Country	A Fire Weather Warning or Red Flag Warning is in place for southern Deschutes [MASK] and Klamath county.
Country,County,country,county	county	Country	A Fire Weather Warning or Red Flag Warning is in place for southern Deschutes county and Klamath [MASK].
Country,County,country,county	county	Country	According to those surveyed, 39% said they're mixed, 29% said they believe the [MASK] is headed in the wrong direction, only 21% said the county is headed in the right direction, 11% of others don't know.
Country,County,country,county	county	Country	According to those surveyed, 39% said they're mixed, 29% said they believe the county is headed in the wrong direction, only 21% said the [MASK] is headed in the right direction, 11% of others don't know.
Country,County,country,county	county	country	A 97-year-old grandpa from Uasin Gishu [MASK] who has never married any woman in his vast lifetime has finally found love.
Country,County,country,county	county	country	A Fire Weather Warning or Red Flag Warning is in place for southern Deschutes [MASK] and Klamath county.
Country,County,country,county	county	country	A Fire Weather Warning or Red Flag Warning is in place for southern Deschutes county and Klamath [MASK].
Country,County,country,county	county	country	According to those surveyed, 39% said they're mixed, 29% said they believe the [MASK] is headed in the wrong direction, only 21% said the county is headed in the right direction, 11% of others don't know.
Country,County,country,county	county	country	According to those surveyed, 39% said they're mixed, 29% said they believe the county is headed in the wrong direction, only 21% said the [MASK] is headed in the right direction, 11% of others don't know.
crab,crap	crab	crap	The one difference between the [MASK]-eating raccoon and northern raccoon is that while both are often found near water, the crab-eating raccoon is almost always found in or near water.
crab,crap	crab	crap	The one difference between the crab-eating raccoon and northern raccoon is that while both are often found near water, the [MASK]-eating raccoon is almost always found in or near water.
Desert,desert,dessert	Desert	dessert	Another individual suggested that Dazzlefruit is effective against Gibdo enemies in the Gerudo [MASK] area.
Desert,desert,dessert	Desert	dessert	“[MASK] kites” are prehistoric structures used to trap and hunt wild animals en masse, the authors note.
Desert,desert,dessert	Desert	dessert	Before then, strong winds will overspread most of the [MASK] Southwest and California, where a litany of wind alerts are in effect.
Desert,desert,dessert	desert	dessert	Amber Heard knows how to turn her fate & it was quite clear when she sold her Mojave [MASK] house to turn her fortune.
Easy,ease,easy	Easy	ease	[MASK] hikes, hard hikes, lush hikes, desert hikes, waterside hikes, mountain hikes, valley hikes, and even haunted hikes.
Easy,ease,easy	Easy	ease	‘[MASK] to care for’ houseplants which will ‘thrive’ in your kitchen and banish ‘pollutants’
Easy,ease,easy	Easy	ease	“[MASK] access to guns must be addressed in our country — Denver cannot do this alone.”
Easy,ease,easy	Easy	ease	BNP Paribas’s [MASK] fund range has almost 60 per cent of applicable fund assets in ETFs, totalling about €13bn assets, Ignites Europe analysis of Morningstar data shows.
Effects,affects,effects	Effects	affects	Long-lasting [MASK]: Edibles offer relief from pain, anxiety, or sleeping problems for an extended period.
Effects,affects,effects	Effects	affects	Visual [MASK] cost roughly $2,000-$10,000 per minute, and with insanely high budget, we can expect that most of that money went toward some serious crime-fighting VFX.
Effects,affects,effects	Effects	affects	As opposed to negative Status [MASK] like Dazed, Pinched, and Bane, there are a huge number of Conditions and Buffs in that give some kind of positive bonus to players.
Effects,affects,effects	Effects	affects	For that, the player must scrap their weapons or Power Armor pieces with Legendary [MASK] at a Legendary Scrip Machine.
Effects,affects,effects	Effects	affects	Status [MASK], which the player can use when they have certain gears, skills, or amulets, are great for taking down enemies with ease.
Few,View,few,view	View	Few	Aerial [MASK] of Blue Lagoon and Durban’s beachfront.
Few,View,few,view	View	few	Aerial [MASK] of Blue Lagoon and Durban’s beachfront.
Form,From,form,from	Form	From	Ananaba informed the court that they are done with form EC8C series and furher tendered [MASK] EC8D series from 36 states and the FCT.
Form,From,form,from	Form	from	Ananaba informed the court that they are done with form EC8C series and furher tendered [MASK] EC8D series from 36 states and the FCT.
Form,From,form,from	From	Form	A Letter [MASK] Ulster will be screened in the adjacent Lecture Room.
Form,From,form,from	From	Form	Field Prep and Lead [MASK] Gold are also decent choices for PVE purposes.
Form,From,form,from	From	Form	According to the video, the snowcat was returned to him on Thursday, [MASK] another car, Renner recorded the plowing machine being driven back to his home, with the help of local cops.
Form,From,form,from	From	Form	'15 Best Underrated Films to Watch [MASK] Legendary Directors'
Form,From,form,from	From	Form	By this point, we’re both stuffed, but we gamely make our way down the road to Buns [MASK] Home for dessert.
Form,From,form,from	From	Form	Directed by Hiroshi Kobayashi and Ryo Ando, Mobile Suit Gundam: The Witch [MASK] Mercury is the latest mainline series to tackle the mecha franchise.
Form,From,form,from	From	Form	Also on tap is a screening of “Notes [MASK] the Panorama,” a video by the multidisciplinary artist Carolyn Lazard and the MacArthur fellow-winning writer and performer Amber Rose Johnson.
Form,From,form,from	From	Form	After showing the adviser a four-bedroom detached modern home in a video call, we asked: “[MASK] what you can see, would a heat pump be suitable for my home?”
Form,From,form,from	From	Form	After the students were confronted with their misunderstandings, 67.8% of them changed their minds and rejected “[MASK] the river to the sea,” Hassner added.
Form,From,form,from	From	Form	Also announced to be in development is the new short-form scripted series tentatively titled More Tales [MASK] the TWDU, which comes after one-season episodic anthology series Tales of the Walking Dead debuted its six episodes last summer.
Form,From,form,from	From	Form	And as Stam turned his attention to Antony’s lack of output, he added: “[MASK] what I’ve seen from Antony, he’s not good enough for this level that we’re looking for at United.
Form,From,form,from	From	Form	Again, note the actual title of the papal bull: “Against the Enslaving of [MASK] the Canary Islands” (emphasis added).
Form,From,form,from	From	Form	A Guide to March’s Exciting New Movie Releases, [MASK] ‘Scream VI’ to ‘John Wick: Chapter 4’
Form,From,form,from	From	Form	In his book Antifragile: Things That Gain [MASK] Disorder, Nassim Taleb describes the robustness of things through time with reference to the Lindy Effect also known as Lindy’s Law.
Form,From,form,from	From	Form	Andrew Tate Speaks Out [MASK] Prison: 'Cockroaches, Lice, and Bed Bugs Are My Only Friends’
Form,From,form,from	From	Form	BBNaija Chomzy Gets a Car Gift [MASK] Lover, Fans React to Video: “ Where Una Dey Meet Ballers?
Form,From,form,from	From	Form	Advertisement [MASK] Mba Nnenna – Abakaliki Labour Party, LP, Senatorial candidate for Ebonyi South, Hon Linus Okorie, has urged INEC…
Form,From,form,from	From	Form	Altogether, around 160 works from public and private collections, including from the artist himself, comprise David Hockney: Drawing [MASK] Life.
Form,From,form,from	From	form	A Letter [MASK] Ulster will be screened in the adjacent Lecture Room.
Form,From,form,from	From	form	Field Prep and Lead [MASK] Gold are also decent choices for PVE purposes.
Form,From,form,from	From	form	According to the video, the snowcat was returned to him on Thursday, [MASK] another car, Renner recorded the plowing machine being driven back to his home, with the help of local cops.
Form,From,form,from	From	form	'15 Best Underrated Films to Watch [MASK] Legendary Directors'
Form,From,form,from	From	form	By this point, we’re both stuffed, but we gamely make our way down the road to Buns [MASK] Home for dessert.
Form,From,form,from	From	form	Directed by Hiroshi Kobayashi and Ryo Ando, Mobile Suit Gundam: The Witch [MASK] Mercury is the latest mainline series to tackle the mecha franchise.
Form,From,form,from	From	form	Also on tap is a screening of “Notes [MASK] the Panorama,” a video by the multidisciplinary artist Carolyn Lazard and the MacArthur fellow-winning writer and performer Amber Rose Johnson.
Form,From,form,from	From	form	After showing the adviser a four-bedroom detached modern home in a video call, we asked: “[MASK] what you can see, would a heat pump be suitable for my home?”
Form,From,form,from	From	form	After the students were confronted with their misunderstandings, 67.8% of them changed their minds and rejected “[MASK] the river to the sea,” Hassner added.
Form,From,form,from	From	form	Also announced to be in development is the new short-form scripted series tentatively titled More Tales [MASK] the TWDU, which comes after one-season episodic anthology series Tales of the Walking Dead debuted its six episodes last summer.
Form,From,form,from	From	form	And as Stam turned his attention to Antony’s lack of output, he added: “[MASK] what I’ve seen from Antony, he’s not good enough for this level that we’re looking for at United.
Form,From,form,from	From	form	Again, note the actual title of the papal bull: “Against the Enslaving of [MASK] the Canary Islands” (emphasis added).
Form,From,form,from	From	form	A Guide to March’s Exciting New Movie Releases, [MASK] ‘Scream VI’ to ‘John Wick: Chapter 4’
Form,From,form,from	From	form	In his book Antifragile: Things That Gain [MASK] Disorder, Nassim Taleb describes the robustness of things through time with reference to the Lindy Effect also known as Lindy’s Law.
Form,From,form,from	From	form	Andrew Tate Speaks Out [MASK] Prison: 'Cockroaches, Lice, and Bed Bugs Are My Only Friends’
Form,From,form,from	From	form	BBNaija Chomzy Gets a Car Gift [MASK] Lover, Fans React to Video: “ Where Una Dey Meet Ballers?
Form,From,form,from	From	form	Advertisement [MASK] Mba Nnenna – Abakaliki Labour Party, LP, Senatorial candidate for Ebonyi South, Hon Linus Okorie, has urged INEC…
Form,From,form,from	From	form	Altogether, around 160 works from public and private collections, including from the artist himself, comprise David Hockney: Drawing [MASK] Life.
Form,From,form,from	form	From	Ananaba informed the court that they are done with [MASK] EC8C series and furher tendered Form EC8D series from 36 states and the FCT.
Form,From,form,from	form	from	Ananaba informed the court that they are done with [MASK] EC8C series and furher tendered Form EC8D series from 36 states and the FCT.
Form,From,form,from	from	Form	Lulworth Rangers said parts of cliffs that had fallen away from part of the World Heritage Site, with debris on the beach [MASK] a recent fall.
Form,From,form,from	from	form	Lulworth Rangers said parts of cliffs that had fallen away from part of the World Heritage Site, with debris on the beach [MASK] a recent fall.
Fourth,forth,fourth	Fourth	forth	Chris Broadbent who owns The Three Fiends Brewhouse and [MASK] Fiend Taphouse in had applied for a premises licence to bring a bar and taproom to the ground floor of Bankgate Mill, Slaithwaite.
Fourth,forth,fourth	Fourth	forth	Bud Light attempted to recover before the July [MASK] weekend with a including actors with Bud Light cans, bottles, and kegs in various outdoor scenarios.
Fourth,forth,fourth	Fourth	forth	Bill Beaumont (M) and Syd Millar (R) of the Lions are interviewed by the Media following the [MASK] Test match between South Africa and the British Lions at Loftus Versfeld on July 12, 1980 in Pretoriam South Africa.
Found,Fund,found,fund	Found	Fund	“[MASK] something and just kept sticking with it, being aggressive.
Found,Fund,found,fund	Found	Fund	Chili Garlic Prawn Potato Gratin with Black Tobiko Caviar [MASK] at Silver Apricot in New York City.
Found,Fund,found,fund	Found	fund	“[MASK] something and just kept sticking with it, being aggressive.
Found,Fund,found,fund	Found	fund	Chili Garlic Prawn Potato Gratin with Black Tobiko Caviar [MASK] at Silver Apricot in New York City.
Found,Fund,found,fund	Fund	Found	A $3.6 billion Essential Services [MASK] will be set up.
Found,Fund,found,fund	Fund	found	A $3.6 billion Essential Services [MASK] will be set up.
Found,Fund,found,fund	fund	Found	BNP Paribas’s Easy [MASK] range has almost 60 per cent of applicable fund assets in ETFs, totalling about €13bn assets, Ignites Europe analysis of Morningstar data shows.
Found,Fund,found,fund	fund	found	BNP Paribas’s Easy [MASK] range has almost 60 per cent of applicable fund assets in ETFs, totalling about €13bn assets, Ignites Europe analysis of Morningstar data shows.
Lead,Led,lead,led	Lead	Led	Also speaking, the OGSTEP Taskforce Team [MASK] from World Bank, Abel Lufafa, emphasised the need for all stakeholders to work together to ensure the success of OGFIMS, noting that accessing farmers for future development would demand a lot of information.
Lead,Led,lead,led	Lead	Led	At least seven CARICOM Heads of Government will participate in the symposium which Dr. the Hon. Keith Rowley, Prime Minister of the Republic of Trinidad and Tobago, and [MASK] Head with responsibility for Crime and Security, will chair.
Lead,Led,lead,led	Lead	Led	His mother said when she and her husband pitched the idea of partnering with the town of Strathmore to host a powwow and give it a theme of [MASK] By Example, in the spirit of reconciliation, the town council approved it unanimously.
Lead,Led,lead,led	Lead	led	His mother said when she and her husband pitched the idea of partnering with the town of Strathmore to host a powwow and give it a theme of [MASK] By Example, in the spirit of reconciliation, the town council approved it unanimously.
Lead,Led,lead,led	Led	Lead	During an aggressive patrol on Tuesday, March 14, the Supervisor [MASK] Enforcement Detail throughout the borough resulted in 30 warnings issued, 13 citations issued, and one DUI arrest.
Lead,Led,lead,led	Led	Lead	Freshman guard Lalani Ellis [MASK] the Panthers with 21 points.
Lead,Led,lead,led	Led	Lead	It added that another P875,000 was provided by the DA-Agricultural Training Institute 11 for the Province-[MASK] Agriculture and Fishery Extension System Capability Development Support.
Lead,Led,lead,led	Led	lead	During an aggressive patrol on Tuesday, March 14, the Supervisor [MASK] Enforcement Detail throughout the borough resulted in 30 warnings issued, 13 citations issued, and one DUI arrest.
Lead,Led,lead,led	Led	lead	Even Thought It Never Aired, Bruce Wayne [MASK] Directly to the Creation of 'Smallville'
Lead,Led,lead,led	Led	lead	Freshman guard Lalani Ellis [MASK] the Panthers with 21 points.
Lead,Led,lead,led	Led	lead	It added that another P875,000 was provided by the DA-Agricultural Training Institute 11 for the Province-[MASK] Agriculture and Fishery Extension System Capability Development Support.
Life,Live,life,live	Life	Live	I am of the opinion that my [MASK] belongs to the Whole Community and as long as I live, it is my privilege to do for it whatever I can.
Life,Live,life,live	Life	Live	A celebration of [MASK] will announced at the later date.
Life,Live,life,live	Life	live	I am of the opinion that my [MASK] belongs to the Whole Community and as long as I live, it is my privilege to do for it whatever I can.
Life,Live,life,live	Life	live	A celebration of [MASK] will announced at the later date.
Life,Live,life,live	Live	Life	After the most recent win on Sunday, Banks got on Instagram [MASK] to throw it in the Commanders’ faces for deciding not to take him in the 2023 NFL Draft.
Life,Live,life,live	Live	Life	After a [MASK] Photo is taken, tap Edit in the top right corner, then select the Live icon in the bottom menu.
Life,Live,life,live	Live	Life	After a Live Photo is taken, tap Edit in the top right corner, then select the [MASK] icon in the bottom menu.
Life,Live,life,live	Live	Life	And flip on ‘[MASK] With Kelly and Mark’ in the background while I’m on air.”
Life,Live,life,live	Live	Life	Alex Smith, programme manager at XpoNorth Digital, said: ‘‘[MASK] streaming offers a fantastic opportunity for networks across the Highlands and Islands to reach new and existing audiences regionally, nationally and internationally.
Life,Live,life,live	Live	Life	Additionally, the project includes a 3,000-seat Hard Rock [MASK] theatre with standing room for 4,000 guests and the Rock® Spa and Body Rock Fitness.
Life,Live,life,live	Live	life	After the most recent win on Sunday, Banks got on Instagram [MASK] to throw it in the Commanders’ faces for deciding not to take him in the 2023 NFL Draft.
Life,Live,life,live	Live	life	After a [MASK] Photo is taken, tap Edit in the top right corner, then select the Live icon in the bottom menu.
Life,Live,life,live	Live	life	After a Live Photo is taken, tap Edit in the top right corner, then select the [MASK] icon in the bottom menu.
Life,Live,life,live	Live	life	And flip on ‘[MASK] With Kelly and Mark’ in the background while I’m on air.”
Life,Live,life,live	Live	life	Alex Smith, programme manager at XpoNorth Digital, said: ‘‘[MASK] streaming offers a fantastic opportunity for networks across the Highlands and Islands to reach new and existing audiences regionally, nationally and internationally.
Life,Live,life,live	Live	life	Additionally, the project includes a 3,000-seat Hard Rock [MASK] theatre with standing room for 4,000 guests and the Rock® Spa and Body Rock Fitness.
Life,Live,life,live	live	Life	ACC Huddle [MASK] from Bobby Dodd Stadium, Georgia Institute of Technology, Atlanta, GA — ACC Network, 6:30 p.m.
Life,Live,life,live	live	life	ACC Huddle [MASK] from Bobby Dodd Stadium, Georgia Institute of Technology, Atlanta, GA — ACC Network, 6:30 p.m.
Mad,Made,mad,made	Mad	Made	A big [MASK] Friday night out on Princes Avenue in Hull.
Mad,Made,mad,made	Mad	made	A big [MASK] Friday night out on Princes Avenue in Hull.
Mad,Made,mad,made	Made	Mad	Assigned to the Phil Mickelson Villa of the Trump National Doral Miami, I found my room stocked with products from the Trump Hotel Collection: Trump shampoo, Trump conditioner, Trump body lotion, all “[MASK] in Canada.”
Mad,Made,mad,made	Made	Mad	Big doff of the cap then to the REP for co-producing this show and they can be justly proud that ‘Sinatra’ was ‘[MASK] in Birmingham’.
Mad,Made,mad,made	Made	Mad	All the documentaries featured in the [MASK] in Ukraine series — 10 in total — tell stories of a year at war and are available to watch online in Canada until May 9. (The 'Made in' program at Hot Docs focuses on a different country each year.
Mad,Made,mad,made	Made	Mad	‘Any Concessions [MASK] on Behalf of Artsakh’s People is Rejected.’
Mad,Made,mad,made	Made	Mad	Beauty [MASK] in Italy the Italian Trade Agency, a division of the Italian government, to promote the awareness, availability and excellence of Italian beauty brands and products to the U.S. market and consumer.
Mad,Made,mad,made	Made	Mad	American-[MASK] Ultimate Starter Set /Eater x Heritage Steel:This Clarksville Tennessee based company partnered with Eater to create several cookware sets (10, 8 and 5-piece stainless) as well as some open stock options.
Mad,Made,mad,made	Made	mad	Assigned to the Phil Mickelson Villa of the Trump National Doral Miami, I found my room stocked with products from the Trump Hotel Collection: Trump shampoo, Trump conditioner, Trump body lotion, all “[MASK] in Canada.”
Mad,Made,mad,made	Made	mad	Big doff of the cap then to the REP for co-producing this show and they can be justly proud that ‘Sinatra’ was ‘[MASK] in Birmingham’.
Mad,Made,mad,made	Made	mad	‘Any Concessions [MASK] on Behalf of Artsakh’s People is Rejected.’
Mad,Made,mad,made	Made	mad	Beauty [MASK] in Italy the Italian Trade Agency, a division of the Italian government, to promote the awareness, availability and excellence of Italian beauty brands and products to the U.S. market and consumer.
Mad,Made,mad,made	Made	mad	American-[MASK] Ultimate Starter Set /Eater x Heritage Steel:This Clarksville Tennessee based company partnered with Eater to create several cookware sets (10, 8 and 5-piece stainless) as well as some open stock options.
Mad,Made,mad,made	made	Mad	It all stems back to The Art of Cookery [MASK] Plain and Easy by Hannah Glasse in 1747.
Mad,Made,mad,made	made	mad	It all stems back to The Art of Cookery [MASK] Plain and Easy by Hannah Glasse in 1747.
Or,or,ore	Or	ore	Aliens [MASK] Chinese Spy Drones?
Or,or,ore	Or	ore	In other news, VP Yat Sun [MASK] sold 13,925 shares of the firm’s stock in a transaction on Wednesday, March 15th.
Or,or,ore	Or	ore	Billionaires Bearish On Magnificent 7: JEPI [MASK] JEPQ For Massive Dividends?
Or,or,ore	Or	ore	A commenter added: “[MASK] like 10 other sus things he has done and said.
Or,or,ore	Or	ore	He spent 19 years hosting the show Truth [MASK] Consequences from 1956 until 1975.
Or,or,ore	Or	ore	Did the World Stop Spinning [MASK] something?"
Or,or,ore	Or	ore	General Hospital Spoilers: Chase is Torn – A Past with Brook Lynn, [MASK] A Future with Sasha?
Or,or,ore	Or	ore	Here's When ([MASK] If) You Should Do Them.
Or,or,ore	Or	ore	Her sophomore effort - Hopeless Fountain Kingdom (2017) - ended up topping the Billboard 200 chart, while going double platinum behind the singles Now [MASK] Never, Bad At Love and Alone.
Or,or,ore	Or	ore	Are the Oldest Fossils Real — [MASK] Just Rocks?
Or,or,ore	Or	ore	Hate Lubbock Travel [MASK] Roads?
Or,or,ore	Or	ore	From Legally Blonde: While teasing a third installment of the franchise, she said at the premiere of her film Your Place [MASK] Mine: 'There would be no Legally Blonde 3 without Jennifer Coolidge.'
Or,or,ore	Or	ore	Charlamagne said Fif “would need something more than just Get Rich [MASK] Die Tryin’ to go against one of the top five, potentially top 3, greatest rappers alive.”
Or,or,ore	Or	ore	In more recent years, Wembley Park has served as a film location for the likes of EastEnders, Ted Lasso, and the 2022 horror film, Choose [MASK] Die.
Or,or,ore	Or	ore	I personally think the Coup Fighters for a band name or "Get Elected [MASK] Coup Trying" for an album work too.
Or,or,ore	Or	ore	Also in 1960, Elvis Presley recorded the songs “It’s Now [MASK] Never” and “Are You Lonesome Tonight?” in Nashville.
Or,or,ore	Or	ore	As always, it’s a well-constructed conversation in which Peter begins to question why any of this matters, “[MASK] we could just sail somewhere else and forget about all this shit.”
Or,or,ore	Or	ore	Are The Mexican Aliens Real [MASK] Fake?
Or,or,ore	Or	ore	Alma, 13, and Noam [MASK], 16, siblings who were released by Hamas on Saturday, received similarly devastating news, according to reports from those close to them.
Or,or,ore	Or	ore	Drop In Border Crossings, [MASK] Is Biden The "Deceiver-In-Chief"?
Or,or,ore	Or	ore	Gal Raz (left) and his friend Avinatan [MASK]: Or had to watch as his girlfriend Noa Argamani was kidnapped on a motorcycle.
Past,passed,past	Past	passed	Jones, represented by the [MASK] District Governor, Ijeoma Okoro, urged Rotarians to use the conference to “network with people and expand their horizon.
Past,passed,past	Past	passed	“[MASK] efforts allowed us to spring forward,” said association president and local urbanist Trace Wilson.
Past,passed,past	Past	passed	As with investing, "[MASK] performance is no guarantee of future results."
Past,passed,past	Past	passed	Are Rate Hikes in the [MASK]?
Past,passed,past	Past	passed	Jones, who was represented by the [MASK] District Governor, Rtn Ijeoma Pearl Okoro, also called on clubs and districts to engage on projects that focus on women and girls and the numerous challenges that they face.
Past,passed,past	Past	passed	Christine is a [MASK] Assistant Governor for Rotary and a member of the Rotary Club of Blacksburg.
Past,passed,past	past	passed	Elsewhere, Holly has had success with autobiography Not Quite A Geordie, appeared on the covers of FHM and Nuts in the [MASK], and had a popular fashion line for Lasula.
Peace,Piece,peace,piece	Peace	Piece	And, it is the right of the Prophet ([MASK] and blessings of Allah be upon him) that the people should believe in his prophet-hood and messenger-hood.
Peace,Piece,peace,piece	Peace	Piece	Andrew Münden, who owns Andrew Münden Graphic Design Agency, said he started to support B.C. firefighters after seeing the [MASK] region hit hard by the early wildfire season.
Peace,Piece,peace,piece	Peace	piece	And, it is the right of the Prophet ([MASK] and blessings of Allah be upon him) that the people should believe in his prophet-hood and messenger-hood.
Peace,Piece,peace,piece	Piece	Peace	Basque 7-[MASK] Enameled Cast Iron Cookware Set is usually $349 but through November 26, you can get it for only $179.97.
Peace,Piece,peace,piece	Piece	peace	Basque 7-[MASK] Enameled Cast Iron Cookware Set is usually $349 but through November 26, you can get it for only $179.97.
Principal,principal,principle	Principal	principle	Christian Dela Peña, the [MASK] of Labangon ES, also extended his sincere appreciation to Visayan Electric and the Aboitiz Foundation for their generous support.
Principal,principal,principle	Principal	principle	At a meeting with media members at Ferrari’s Maranello headquarters, Team [MASK] Frederic Vasseur outlined that the team will unveil their yet-to-be-named challenger for the 2024 season on February 13, 2024.
Principal,principal,principle	Principal	principle	At the AIRS complex most officials approach by reporters declined to speak on the plot to sack the [MASK] officers while some simply said that it is long over due.
Principal,principal,principle	Principal	principle	Also, Mr Micheal Brutus, a retired [MASK], who condemned the situation, said he felt for the poor masses, especially those parents that have little children.
Principal,principal,principle	Principal	principle	Education Minister Fayval Williams interacts with students at the Hope Valley Experimental School in St Andrew on Monday as [MASK] Anthony Grant (centre) and teacher Kevon Allen look on.
Principal,principal,principle	Principal	principle	Fairfield Middle School [MASK] Karen Gruetzner thanked Rosafort in the email for talking with her about those concerns involving contact with students.
Principal,principal,principle	principal	principle	After the school day ends Janine () undergoes a slight makeover and heads over to a hookah night club where she bumps into [MASK] Ava () and Gregory (Tyler James Williams).
Principal,principal,principle	principal	principle	Acting [MASK] Sharon Webb said: “I’m delighted that we are joining Brooke Weston Trust.
